Usuario,Tag,THT,ND,TPP,HPD,NPPD,DCJ,Riesgo
Syn_Me_0153,SYN,11.13,3,26,3.71,8.67,1,Medio
Syn_Me_0154,SYN,39.04,11,46,3.55,4.18,7,Medio
Syn_Me_0155,SYN,33.43,12,102,2.79,8.5,4,Medio
Syn_Me_0156,SYN,48.31,10,83,4.83,8.3,3,Medio
Syn_Me_0157,SYN,14.07,4,30,3.52,7.5,2,Medio
Syn_Me_0158,SYN,18.14,5,32,3.63,6.4,5,Medio
Syn_Me_0159,SYN,20.84,12,97,1.74,8.08,5,Medio
Syn_Me_0160,SYN,24.58,6,32,4.1,5.33,6,Medio
Syn_Me_0161,SYN,21.61,5,23,4.32,4.6,5,Medio
Syn_Me_0162,SYN,22.2,5,42,4.44,8.4,1,Medio
Syn_Me_0163,SYN,72.12,15,129,4.81,8.6,1,Medio
Syn_Me_0164,SYN,40.46,9,56,4.5,6.22,5,Medio
Syn_Me_0165,SYN,25.64,6,35,4.27,5.83,4,Medio
Syn_Me_0166,SYN,22.21,5,30,4.44,6.0,5,Medio
Syn_Me_0167,SYN,46.12,10,85,4.61,8.5,3,Medio
Syn_Me_0168,SYN,33.79,15,120,2.25,8.0,5,Medio
Syn_Me_0169,SYN,35.46,8,64,4.43,8.0,3,Medio
Syn_Me_0170,SYN,28.53,6,48,4.75,8.0,3,Medio
Syn_Me_0171,SYN,47.99,11,56,4.36,5.09,4,Medio
Syn_Me_0172,SYN,20.74,5,32,4.15,6.4,5,Medio
Syn_Me_0173,SYN,49.62,13,82,3.82,6.31,4,Medio
Syn_Me_0174,SYN,39.51,8,68,4.94,8.5,2,Medio
Syn_Me_0175,SYN,42.08,10,63,4.21,6.3,5,Medio
Syn_Me_0176,SYN,45.51,12,64,3.79,5.33,7,Medio
Syn_Me_0177,SYN,27.31,7,37,3.9,5.29,6,Medio
Syn_Me_0178,SYN,25.06,7,43,3.58,6.14,5,Medio
Syn_Me_0179,SYN,52.02,13,61,4.0,4.69,4,Medio
Syn_Me_0180,SYN,17.86,5,24,3.57,4.8,4,Medio
Syn_Me_0181,SYN,35.87,8,41,4.48,5.12,4,Medio
Syn_Me_0182,SYN,26.73,8,38,3.34,4.75,4,Medio
Syn_Me_0183,SYN,20.3,9,72,2.26,8.0,4,Medio
Syn_Me_0184,SYN,39.79,9,58,4.42,6.44,4,Medio
Syn_Me_0185,SYN,49.94,15,108,3.33,7.2,1,Medio
Syn_Me_0186,SYN,65.99,15,76,4.4,5.07,4,Medio
Syn_Me_0187,SYN,20.98,5,31,4.2,6.2,5,Medio
Syn_Me_0188,SYN,28.68,7,34,4.1,4.86,4,Medio
Syn_Me_0189,SYN,30.31,8,47,3.79,5.88,5,Medio
Syn_Me_0190,SYN,37.96,11,94,3.45,8.55,2,Medio
Syn_Me_0191,SYN,35.32,8,61,4.42,7.62,3,Medio
Syn_Me_0192,SYN,34.67,15,122,2.31,8.13,4,Medio
Syn_Me_0193,SYN,54.07,11,93,4.92,8.45,2,Medio
Syn_Me_0194,SYN,48.4,14,121,3.46,8.64,2,Medio
Syn_Me_0195,SYN,38.38,9,50,4.26,5.56,5,Medio
Syn_Me_0196,SYN,49.06,11,94,4.46,8.55,1,Medio
Syn_Me_0197,SYN,19.22,6,28,3.2,4.67,6,Medio
Syn_Me_0198,SYN,34.76,10,78,3.48,7.8,1,Medio
Syn_Me_0199,SYN,49.84,12,70,4.15,5.83,6,Medio
Syn_Me_0200,SYN,57.49,15,91,3.83,6.07,7,Medio
Syn_Me_0201,SYN,36.59,11,65,3.33,5.91,4,Medio
Syn_Me_0202,SYN,50.57,15,73,3.37,4.87,4,Medio
Syn_Me_0203,SYN,45.89,13,80,3.53,6.15,5,Medio
Syn_Me_0204,SYN,32.03,9,81,3.56,9.0,2,Medio
Syn_Me_0205,SYN,24.11,6,48,4.02,8.0,1,Medio
Syn_Me_0206,SYN,9.28,4,33,2.32,8.25,4,Medio
Syn_Me_0207,SYN,24.58,7,44,3.51,6.29,5,Medio
Syn_Me_0208,SYN,53.53,13,74,4.12,5.69,4,Medio
Syn_Me_0209,SYN,46.27,11,54,4.21,4.91,5,Medio
Syn_Me_0210,SYN,31.4,9,57,3.49,6.33,4,Medio
Syn_Me_0211,SYN,39.91,10,64,3.99,6.4,5,Medio
Syn_Me_0212,SYN,34.8,9,41,3.87,4.56,7,Medio
Syn_Me_0213,SYN,27.45,8,45,3.43,5.62,4,Medio
Syn_Me_0214,SYN,31.73,9,53,3.53,5.89,5,Medio
Syn_Me_0215,SYN,66.39,15,119,4.43,7.93,1,Medio
Syn_Me_0216,SYN,18.53,5,24,3.71,4.8,4,Medio
Syn_Me_0217,SYN,17.79,4,24,4.45,6.0,4,Medio
Syn_Me_0218,SYN,12.23,3,23,4.08,7.67,2,Medio
Syn_Me_0219,SYN,32.53,11,89,2.96,8.09,4,Medio
Syn_Me_0220,SYN,26.37,7,61,3.77,8.71,1,Medio
Syn_Me_0221,SYN,28.57,10,78,2.86,7.8,4,Medio
Syn_Me_0222,SYN,27.88,14,113,1.99,8.07,5,Medio
Syn_Me_0223,SYN,33.08,9,50,3.68,5.56,6,Medio
Syn_Me_0224,SYN,10.22,3,26,3.41,8.67,3,Medio
Syn_Me_0225,SYN,27.46,7,44,3.92,6.29,4,Medio
Syn_Me_0226,SYN,24.18,7,57,3.45,8.14,3,Medio
Syn_Me_0227,SYN,34.55,12,89,2.88,7.42,4,Medio
Syn_Me_0228,SYN,24.09,7,54,3.44,7.71,1,Medio
Syn_Me_0229,SYN,36.81,11,63,3.35,5.73,4,Medio
Syn_Me_0230,SYN,58.3,14,76,4.16,5.43,7,Medio
Syn_Me_0231,SYN,34.56,8,42,4.32,5.25,7,Medio
Syn_Me_0232,SYN,30.43,7,37,4.35,5.29,5,Medio
Syn_Me_0233,SYN,43.23,11,50,3.93,4.55,5,Medio
Syn_Me_0234,SYN,48.64,11,63,4.42,5.73,4,Medio
Syn_Ba_0001,SYN,16.59,12,27,1.38,2.25,5,Bajo
Syn_Ba_0002,SYN,15.55,8,16,1.94,2.0,1,Bajo
Syn_Ba_0003,SYN,40.31,18,46,2.24,2.56,2,Bajo
Syn_Ba_0004,SYN,13.38,8,35,1.67,4.38,2,Bajo
Syn_Ba_0005,SYN,31.96,14,33,2.28,2.36,3,Bajo
Syn_Ba_0006,SYN,3.22,3,12,1.07,4.0,2,Bajo
Syn_Ba_0007,SYN,13.02,9,29,1.45,3.22,1,Bajo
Syn_Ba_0008,SYN,23.82,11,44,2.17,4.0,3,Bajo
Syn_Ba_0009,SYN,22.18,10,11,2.22,1.1,1,Bajo
Syn_Ba_0010,SYN,32.49,15,65,2.17,4.33,2,Bajo
Syn_Ba_0011,SYN,20.51,14,13,1.47,0.93,2,Bajo
Syn_Ba_0012,SYN,39.93,16,48,2.5,3.0,3,Bajo
Syn_Ba_0013,SYN,21.85,15,43,1.46,2.87,4,Bajo
Syn_Ba_0014,SYN,8.91,5,16,1.78,3.2,4,Bajo
Syn_Ba_0015,SYN,14.57,10,12,1.46,1.2,4,Bajo
Syn_Ba_0016,SYN,11.51,5,21,2.3,4.2,1,Bajo
Syn_Ba_0017,SYN,4.73,5,18,0.95,3.6,1,Bajo
Syn_Ba_0018,SYN,22.49,10,41,2.25,4.1,2,Bajo
Syn_Ba_0019,SYN,36.85,14,22,2.63,1.57,4,Bajo
Syn_Ba_0020,SYN,23.68,10,34,2.37,3.4,2,Bajo
Syn_Ba_0021,SYN,7.34,14,10,0.52,0.71,3,Bajo
Syn_Ba_0022,SYN,6.39,3,8,2.13,2.67,1,Bajo
Syn_Ba_0023,SYN,18.77,17,40,1.1,2.35,3,Bajo
Syn_Ba_0024,SYN,30.74,18,14,1.71,0.78,1,Bajo
Syn_Ba_0025,SYN,20.69,11,16,1.88,1.45,2,Bajo
Syn_Ba_0026,SYN,9.63,13,53,0.74,4.08,1,Bajo
Syn_Ba_0027,SYN,6.7,12,42,0.56,3.5,1,Bajo
Syn_Ba_0028,SYN,5.12,4,8,1.28,2.0,2,Bajo
Syn_Ba_0029,SYN,26.15,13,52,2.01,4.0,5,Bajo
Syn_Ba_0030,SYN,6.62,4,6,1.66,1.5,4,Bajo
Syn_Ba_0031,SYN,14.07,9,37,1.56,4.11,5,Bajo
Syn_Ba_0032,SYN,8.24,3,12,2.75,4.0,2,Bajo
Syn_Ba_0033,SYN,5.41,3,14,1.8,4.67,3,Bajo
Syn_Ba_0034,SYN,6.01,5,21,1.2,4.2,4,Bajo
Syn_Ba_0035,SYN,5.3,6,25,0.88,4.17,1,Bajo
Syn_Ba_0036,SYN,4.88,5,8,0.98,1.6,1,Bajo
Syn_Ba_0037,SYN,20.3,15,67,1.35,4.47,2,Bajo
Syn_Ba_0038,SYN,20.61,12,26,1.72,2.17,2,Bajo
Syn_Ba_0039,SYN,10.13,7,8,1.45,1.14,5,Bajo
Syn_Ba_0040,SYN,7.75,15,16,0.52,1.07,5,Bajo
Syn_Ba_0041,SYN,9.64,4,9,2.41,2.25,2,Bajo
Syn_Ba_0042,SYN,19.35,7,27,2.76,3.86,4,Bajo
Syn_Ba_0043,SYN,15.32,17,39,0.9,2.29,4,Bajo
Syn_Ba_0044,SYN,36.72,15,57,2.45,3.8,1,Bajo
Syn_Ba_0045,SYN,31.22,12,22,2.6,1.83,5,Bajo
Syn_Ba_0046,SYN,9.61,5,3,1.92,0.6,1,Bajo
Syn_Ba_0047,SYN,3.57,4,8,0.89,2.0,1,Bajo
Syn_Ba_0048,SYN,12.79,8,34,1.6,4.25,5,Bajo
Syn_Ba_0049,SYN,8.3,8,9,1.04,1.12,3,Bajo
Syn_Ba_0050,SYN,38.64,14,60,2.76,4.29,5,Bajo
Syn_Ba_0051,SYN,7.24,5,6,1.45,1.2,5,Bajo
Syn_Ba_0052,SYN,16.26,15,61,1.08,4.07,1,Bajo
Syn_Ba_0053,SYN,9.5,4,3,2.38,0.75,1,Bajo
Syn_Ba_0054,SYN,9.82,6,26,1.64,4.33,1,Bajo
Syn_Ba_0055,SYN,33.22,14,22,2.37,1.57,5,Bajo
Syn_Ba_0056,SYN,15.94,13,50,1.23,3.85,1,Bajo
Syn_Ba_0057,SYN,11.58,9,12,1.29,1.33,4,Bajo
Syn_Ba_0058,SYN,8.12,4,17,2.03,4.25,4,Bajo
Syn_Ba_0059,SYN,19.95,10,44,1.99,4.4,5,Bajo
Syn_Ba_0060,SYN,27.17,17,42,1.6,2.47,3,Bajo
Syn_Ba_0061,SYN,12.93,6,14,2.15,2.33,5,Bajo
Syn_Ba_0062,SYN,12.88,17,48,0.76,2.82,4,Bajo
Syn_Ba_0063,SYN,13.4,17,69,0.79,4.06,2,Bajo
Syn_Ba_0064,SYN,41.09,18,14,2.28,0.78,4,Bajo
Syn_Ba_0065,SYN,10.41,13,11,0.8,0.85,5,Bajo
Syn_Ba_0066,SYN,15.59,13,7,1.2,0.54,3,Bajo
Syn_Ba_0067,SYN,30.85,15,17,2.06,1.13,2,Bajo
Syn_Ba_0068,SYN,30.34,11,48,2.76,4.36,5,Bajo
Syn_Ba_0069,SYN,23.73,10,35,2.37,3.5,3,Bajo
Syn_Ba_0070,SYN,23.78,15,9,1.59,0.6,2,Bajo
Syn_Ba_0071,SYN,3.78,3,10,1.26,3.33,1,Bajo
Syn_Ba_0072,SYN,21.69,10,38,2.17,3.8,3,Bajo
Syn_Ba_0073,SYN,16.71,10,41,1.67,4.1,5,Bajo
Syn_Ba_0074,SYN,7.98,4,17,2.0,4.25,3,Bajo
Syn_Ba_0075,SYN,9.7,5,10,1.94,2.0,1,Bajo
Syn_Ba_0076,SYN,10.16,5,19,2.03,3.8,2,Bajo
Syn_Ba_0077,SYN,12.53,17,12,0.74,0.71,5,Bajo
Syn_Ba_0078,SYN,30.22,16,20,1.89,1.25,5,Bajo
Syn_Ba_0079,SYN,34.41,14,54,2.46,3.86,2,Bajo
Syn_Ba_0080,SYN,8.23,14,38,0.59,2.71,2,Bajo
Syn_Ba_0081,SYN,14.93,12,15,1.24,1.25,1,Bajo
Syn_Ba_0082,SYN,8.11,5,21,1.62,4.2,5,Bajo
Syn_Ba_0083,SYN,23.26,18,24,1.29,1.33,5,Bajo
Syn_Ba_0084,SYN,2.97,4,6,0.74,1.5,3,Bajo
Syn_Ba_0085,SYN,14.78,9,6,1.64,0.67,4,Bajo
Syn_Ba_0086,SYN,10.72,6,4,1.79,0.67,4,Bajo
Syn_Ba_0087,SYN,36.95,15,41,2.46,2.73,4,Bajo
Syn_Ba_0088,SYN,10.75,11,43,0.98,3.91,3,Bajo
Syn_Ba_0089,SYN,9.54,5,17,1.91,3.4,4,Bajo
Syn_Ba_0090,SYN,15.34,14,54,1.1,3.86,3,Bajo
Syn_Ba_0091,SYN,13.45,8,21,1.68,2.62,5,Bajo
Syn_Ba_0092,SYN,18.38,17,54,1.08,3.18,5,Bajo
Syn_Ba_0093,SYN,16.82,8,13,2.1,1.62,3,Bajo
Syn_Ba_0094,SYN,5.55,10,17,0.55,1.7,1,Bajo
Syn_Ba_0095,SYN,27.52,14,11,1.97,0.79,1,Bajo
Syn_Ba_0096,SYN,14.69,9,10,1.63,1.11,5,Bajo
Syn_Ba_0097,SYN,26.32,12,39,2.19,3.25,5,Bajo
Syn_Ba_0098,SYN,5.65,9,22,0.63,2.44,2,Bajo
Syn_Ba_0099,SYN,16.32,15,63,1.09,4.2,2,Bajo
Syn_Ba_0100,SYN,29.06,12,37,2.42,3.08,4,Bajo
Syn_Ba_0101,SYN,15.65,8,17,1.96,2.12,3,Bajo
Syn_Ba_0102,SYN,13.38,11,21,1.22,1.91,3,Bajo
Syn_Ba_0103,SYN,7.17,10,10,0.72,1.0,5,Bajo
Syn_Ba_0104,SYN,26.51,13,51,2.04,3.92,5,Bajo
Syn_Ba_0105,SYN,2.67,4,6,0.67,1.5,1,Bajo
Syn_Ba_0106,SYN,31.2,15,28,2.08,1.87,1,Bajo
Syn_Ba_0107,SYN,29.75,11,46,2.7,4.18,1,Bajo
Syn_Ba_0108,SYN,8.15,9,18,0.91,2.0,4,Bajo
Syn_Ba_0109,SYN,4.22,5,19,0.84,3.8,2,Bajo
Syn_Ba_0110,SYN,16.41,14,12,1.17,0.86,5,Bajo
Syn_Ba_0111,SYN,23.93,14,12,1.71,0.86,4,Bajo
Syn_Ba_0112,SYN,8.28,7,5,1.18,0.71,5,Bajo
Syn_Ba_0113,SYN,12.23,11,47,1.11,4.27,4,Bajo
Syn_Ba_0114,SYN,7.61,8,17,0.95,2.12,1,Bajo
Syn_Ba_0115,SYN,3.42,6,12,0.57,2.0,4,Bajo
Syn_Ba_0116,SYN,24.79,10,18,2.48,1.8,3,Bajo
Syn_Ba_0117,SYN,15.25,10,36,1.52,3.6,5,Bajo
Syn_Ba_0118,SYN,9.66,5,11,1.93,2.2,2,Bajo
Syn_Ba_0119,SYN,18.63,16,67,1.16,4.19,4,Bajo
Syn_Ba_0120,SYN,34.97,14,45,2.5,3.21,5,Bajo
Syn_Ba_0121,SYN,3.26,4,18,0.81,4.5,1,Bajo
Syn_Ba_0122,SYN,5.42,11,7,0.49,0.64,1,Bajo
Syn_Ba_0123,SYN,42.31,17,18,2.49,1.06,2,Bajo
Syn_Ba_0124,SYN,10.62,7,30,1.52,4.29,2,Bajo
Syn_Ba_0125,SYN,11.15,15,40,0.74,2.67,1,Bajo
Syn_Ba_0126,SYN,28.78,14,18,2.06,1.29,2,Bajo
Syn_Ba_0127,SYN,30.87,18,71,1.72,3.94,4,Bajo
Syn_Ba_0128,SYN,18.18,10,27,1.82,2.7,4,Bajo
Syn_Ba_0129,SYN,4.86,5,16,0.97,3.2,3,Bajo
Syn_Ba_0130,SYN,19.79,9,27,2.2,3.0,2,Bajo
Syn_Ba_0131,SYN,13.99,7,10,2.0,1.43,1,Bajo
Syn_Ba_0132,SYN,8.75,8,9,1.09,1.12,2,Bajo
Syn_Ba_0133,SYN,21.91,8,33,2.74,4.12,3,Bajo
Syn_Ba_0134,SYN,2.48,4,16,0.62,4.0,3,Bajo
Syn_Ba_0135,SYN,12.57,14,41,0.9,2.93,5,Bajo
Syn_Ba_0136,SYN,26.02,11,45,2.37,4.09,3,Bajo
Syn_Ba_0137,SYN,16.0,13,20,1.23,1.54,3,Bajo
Syn_Ba_0138,SYN,16.46,15,66,1.1,4.4,4,Bajo
Syn_Ba_0139,SYN,42.21,18,10,2.35,0.56,3,Bajo
Syn_Ba_0140,SYN,34.45,16,62,2.15,3.88,4,Bajo
Syn_Ba_0141,SYN,25.46,18,76,1.41,4.22,5,Bajo
Syn_Ba_0142,SYN,12.68,5,13,2.54,2.6,5,Bajo
Syn_Ba_0143,SYN,7.72,7,28,1.1,4.0,4,Bajo
Syn_Ba_0144,SYN,14.38,13,23,1.11,1.77,2,Bajo
Syn_Ba_0145,SYN,18.7,12,8,1.56,0.67,2,Bajo
Syn_Ba_0146,SYN,4.03,3,6,1.34,2.0,1,Bajo
Syn_Ba_0147,SYN,3.26,3,2,1.09,0.67,1,Bajo
Syn_Ba_0148,SYN,8.46,15,28,0.56,1.87,5,Bajo
Syn_Ba_0149,SYN,13.72,14,48,0.98,3.43,2,Bajo
Syn_Ba_0150,SYN,36.57,15,55,2.44,3.67,4,Bajo
Syn_Ba_0151,SYN,14.54,9,22,1.62,2.44,1,Bajo
Syn_Ba_0152,SYN,10.49,7,29,1.5,4.14,5,Bajo
Syn_Ba_0153,SYN,12.8,17,43,0.75,2.53,5,Bajo
Syn_Ba_0154,SYN,3.57,3,8,1.19,2.67,3,Bajo
Syn_Ba_0155,SYN,3.8,3,1,1.27,0.33,3,Bajo
Syn_Ba_0156,SYN,34.36,14,16,2.45,1.14,5,Bajo
Syn_Ba_0157,SYN,28.15,15,66,1.88,4.4,4,Bajo
Syn_Ba_0158,SYN,22.2,13,50,1.71,3.85,5,Bajo
Syn_Ba_0159,SYN,8.3,7,17,1.19,2.43,2,Bajo
Syn_Ba_0160,SYN,26.94,15,63,1.8,4.2,5,Bajo
Syn_Ba_0161,SYN,16.8,10,13,1.68,1.3,1,Bajo
Syn_Ba_0162,SYN,7.63,3,12,2.54,4.0,3,Bajo
Syn_Ba_0163,SYN,42.94,16,70,2.68,4.38,2,Bajo
Syn_Ba_0164,SYN,49.53,18,25,2.75,1.39,4,Bajo
Syn_Ba_0165,SYN,7.49,9,6,0.83,0.67,1,Bajo
Syn_Ba_0166,SYN,31.28,15,36,2.09,2.4,2,Bajo
Syn_Ba_0167,SYN,5.56,6,21,0.93,3.5,2,Bajo
Syn_Ba_0168,SYN,17.47,9,26,1.94,2.89,3,Bajo
Syn_Ba_0169,SYN,15.38,15,7,1.03,0.47,2,Bajo
Syn_Ba_0170,SYN,8.45,15,21,0.56,1.4,3,Bajo
Syn_Ba_0171,SYN,27.84,18,36,1.55,2.0,3,Bajo
Syn_Ba_0172,SYN,7.63,4,5,1.91,1.25,1,Bajo
Syn_Ba_0173,SYN,18.94,9,27,2.1,3.0,3,Bajo
Syn_Ba_0174,SYN,7.28,7,11,1.04,1.57,2,Bajo
Syn_Ba_0175,SYN,12.73,16,25,0.8,1.56,5,Bajo
Syn_Ba_0176,SYN,20.66,13,8,1.59,0.62,2,Bajo
Syn_Ba_0177,SYN,5.35,5,21,1.07,4.2,5,Bajo
Syn_Ba_0178,SYN,22.64,17,50,1.33,2.94,3,Bajo
Syn_Ba_0179,SYN,3.66,7,18,0.52,2.57,1,Bajo
Syn_Ba_0180,SYN,8.11,12,12,0.68,1.0,1,Bajo
Syn_Ba_0181,SYN,20.59,16,24,1.29,1.5,1,Bajo
Syn_Ba_0182,SYN,26.79,12,32,2.23,2.67,1,Bajo
Syn_Ba_0183,SYN,33.69,14,34,2.41,2.43,4,Bajo
Syn_Ba_0184,SYN,20.01,9,37,2.22,4.11,3,Bajo
Syn_Ba_0185,SYN,6.91,5,9,1.38,1.8,5,Bajo
Syn_Ba_0186,SYN,2.76,4,8,0.69,2.0,2,Bajo
Syn_Ba_0187,SYN,39.18,16,34,2.45,2.12,1,Bajo
Syn_Ba_0188,SYN,8.53,8,16,1.07,2.0,1,Bajo
Syn_Ba_0189,SYN,32.26,16,66,2.02,4.12,3,Bajo
Syn_Ba_0190,SYN,42.04,16,13,2.63,0.81,4,Bajo
Syn_Ba_0191,SYN,29.7,17,64,1.75,3.76,4,Bajo
Syn_Ba_0192,SYN,30.52,14,61,2.18,4.36,1,Bajo
Syn_Ba_0193,SYN,4.49,6,11,0.75,1.83,3,Bajo
Syn_Ba_0194,SYN,11.58,6,26,1.93,4.33,5,Bajo
Syn_Ba_0195,SYN,16.9,17,8,0.99,0.47,2,Bajo
Syn_Ba_0196,SYN,44.98,18,9,2.5,0.5,5,Bajo
Syn_Ba_0197,SYN,13.51,8,4,1.69,0.5,2,Bajo
Syn_Ba_0198,SYN,34.97,15,49,2.33,3.27,4,Bajo
Syn_Ba_0199,SYN,38.79,16,41,2.42,2.56,2,Bajo
Syn_Ba_0200,SYN,21.74,16,15,1.36,0.94,2,Bajo
Syn_Ba_0201,SYN,22.82,15,59,1.52,3.93,1,Bajo
Syn_Ba_0202,SYN,3.61,5,11,0.72,2.2,5,Bajo
Syn_Ba_0203,SYN,13.23,9,32,1.47,3.56,4,Bajo
Syn_Ba_0204,SYN,10.25,6,17,1.71,2.83,1,Bajo
Syn_Ba_0205,SYN,42.23,17,50,2.48,2.94,3,Bajo
Syn_Ba_0206,SYN,18.24,11,8,1.66,0.73,1,Bajo
Syn_Ba_0207,SYN,6.03,9,20,0.67,2.22,3,Bajo
Syn_Ba_0208,SYN,42.74,18,78,2.37,4.33,2,Bajo
Syn_Ba_0209,SYN,44.16,17,21,2.6,1.24,5,Bajo
Syn_Ba_0210,SYN,16.44,9,6,1.83,0.67,3,Bajo
Syn_Ba_0211,SYN,42.03,18,69,2.33,3.83,3,Bajo
Syn_Ba_0212,SYN,2.66,5,8,0.53,1.6,1,Bajo
Syn_Ba_0213,SYN,43.92,17,8,2.58,0.47,4,Bajo
Syn_Ba_0214,SYN,5.28,4,3,1.32,0.75,3,Bajo
Syn_Ba_0215,SYN,3.05,3,4,1.02,1.33,2,Bajo
Syn_Ba_0216,SYN,14.32,15,32,0.95,2.13,2,Bajo
Syn_Ba_0217,SYN,8.27,5,11,1.65,2.2,3,Bajo
Syn_Ba_0218,SYN,17.03,14,33,1.22,2.36,5,Bajo
Syn_Ba_0219,SYN,30.92,13,44,2.38,3.38,4,Bajo
Syn_Ba_0220,SYN,25.04,11,8,2.28,0.73,3,Bajo
Syn_Ba_0221,SYN,19.08,10,23,1.91,2.3,4,Bajo
Syn_Ba_0222,SYN,6.52,6,6,1.09,1.0,2,Bajo
Syn_Ba_0223,SYN,24.47,12,37,2.04,3.08,1,Bajo
Syn_Ba_0224,SYN,18.32,9,6,2.04,0.67,4,Bajo
Syn_Ba_0225,SYN,8.2,6,11,1.37,1.83,4,Bajo
Syn_Ba_0226,SYN,21.06,8,32,2.63,4.0,3,Bajo
Syn_Ba_0227,SYN,10.63,8,12,1.33,1.5,2,Bajo
Syn_Ba_0228,SYN,17.79,11,33,1.62,3.0,1,Bajo
Syn_Ba_0229,SYN,40.9,18,45,2.27,2.5,4,Bajo
Syn_Ba_0230,SYN,6.43,13,48,0.49,3.69,5,Bajo
Syn_Ba_0231,SYN,24.16,11,29,2.2,2.64,4,Bajo
Syn_Ba_0232,SYN,29.32,11,49,2.67,4.45,1,Bajo
Syn_Ba_0233,SYN,6.75,9,17,0.75,1.89,1,Bajo
Syn_Ba_0234,SYN,31.92,15,30,2.13,2.0,2,Bajo
